S10	S11	S12	S13	S13prime	S14	S15	S16	S17	S18	S19	S1	S20	S20prime	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S34	S35	S36	S37	S38	S3	S4	S5	S6	S7	S8	S9	gene.names
1386	1118	1005	974	1482	1003	699	1187	667	684	776	74	1177	1322	1281	1423	1539	2280	721	2197	1566	1890	1199	268	2435	1367	1023	2034	1893	1030	1955	427	364	158	198	245	251	583	386	477	CAGL0A03344g
67	25	13	28	15	82	4	11	232	6	34	59	32	16	11	24	57	176	193	80	29	47	64	95	69	36	54	69	79	63	82	42	47	77	81	37	65	28	16	27	CAGL0A03355r
7390	7663	6445	4851	7573	5825	4353	6199	3300	2963	4182	689	5408	6551	5590	6160	7574	9975	4229	11119	7574	7151	6783	3052	11480	9349	5737	9474	7277	5455	7222	3666	4141	1129	1458	1873	2011	3791	2152	2510	CAGL0A03366g
19650	6398	5373	4962	7093	5214	2062	3155	2365	1930	2206	11249	2606	3655	4335	4155	3157	6868	2397	5785	5317	5030	4219	29173	9576	4060	3671	8003	6965	5165	8686	28005	31745	19261	22447	22266	24739	11635	8250	8031	CAGL0A03388g
16	14	10	6	8	4	1	8	8	2	5	6	10	13	21	17	15	51	7	21	69	86	9	18	119	35	10	138	133	18	196	27	28	7	15	13	22	6	2	6	CAGL0A03410g
425	392	318	233	342	260	257	329	173	158	278	139	401	471	414	475	647	882	388	944	655	799	579	319	1007	623	489	762	864	505	891	410	425	231	249	255	301	300	161	152	CAGL0A03432g
772	538	445	379	530	368	320	444	221	170	303	190	449	528	424	473	635	811	339	835	563	622	466	542	859	537	476	708	637	481	739	701	672	368	473	480	610	415	311	309	CAGL0A03454g
2833	2473	2400	1595	2387	1594	1436	2446	1092	929	1595	493	2242	2816	1973	2161	3085	3065	1635	4882	1941	1869	2490	1472	2950	2691	2223	2198	1923	2532	2049	2034	2157	849	1321	1572	1645	1961	1242	1173	CAGL0A03476g
928	563	467	519	711	446	256	468	294	229	294	118	351	481	505	530	472	671	188	484	470	501	311	364	729	355	266	560	524	352	685	374	322	242	337	417	430	418	264	326	CAGL0A03498g
3572	2319	2649	2276	3127	2528	1984	3810	1758	1787	2448	704	3456	4209	3601	4365	5115	7224	2701	8398	4263	4549	3869	1984	5728	4746	3592	4891	3980	4309	4909	2864	3002	739	1048	1398	1505	999	763	1225	CAGL0A03542g
800	678	658	470	800	529	447	695	374	321	585	131	682	889	802	841	1198	1425	626	1646	1025	1172	840	378	1537	1058	708	1285	1287	795	1339	544	528	218	276	304	356	399	284	298	CAGL0A03564g
17	11	18	9	24	15	5	18	14	12	11	6	29	25	11	10	45	61	43	109	35	50	58	16	74	106	98	73	52	95	68	27	34	4	13	10	21	7	8	7	CAGL0A03586g
131	85	50	58	83	24	23	25	17	9	18	77	12	22	37	21	29	211	20	45	172	63	20	137	257	62	19	265	94	12	228	104	140	174	126	102	77	142	78	67	CAGL0A03608g
588	495	432	326	514	322	312	389	199	200	301	118	422	537	445	482	575	850	262	663	640	638	368	330	824	444	365	676	723	384	772	377	383	188	227	281	297	380	246	220	CAGL0A03630g
201	39	36	26	27	18	26	42	25	10	55	531	73	80	104	75	236	503	216	560	444	381	338	1231	655	250	268	583	569	316	656	1347	1736	658	905	762	814	123	116	96	CAGL0A03652g
50	14	4	18	22	11	4	14	11	9	17	97	34	38	62	52	100	199	96	151	153	192	211	365	319	199	152	250	257	143	220	417	469	157	275	239	282	32	21	26	CAGL0A03674g
2704	2199	1927	1573	2347	1726	1275	1891	977	856	1270	349	1893	2456	1888	2023	2637	3209	1409	3619	1930	1962	2202	947	2934	2754	2042	2271	2048	2128	2033	1300	1331	660	885	969	1014	1570	898	1005	CAGL0A03696g
8368	8740	6987	5635	8528	6615	5825	8805	4263	3613	5711	1038	7594	10010	7378	8084	11418	10802	5785	15619	6242	7021	9886	3299	10102	13240	7907	7203	6835	8065	6970	4621	4787	1878	2484	2731	3131	4500	2728	2985	CAGL0A03718g
326	441	319	412	560	496	394	659	459	355	632	13	956	1153	1122	1335	2051	3507	1149	2071	2679	3647	2246	81	5499	6273	2020	5926	4733	1967	4896	247	206	31	41	60	54	194	89	108	CAGL0A03740g
403	281	270	215	312	226	153	255	154	120	170	133	205	270	275	291	260	469	130	398	351	351	192	215	426	238	189	343	340	165	369	340	325	158	203	220	210	226	135	165	CAGL0A03784g
0	0	0	0	1	0	1	1	2	0	2	0	6	1	6	6	3	14	0	0	14	16	1	0	29	1	1	14	27	0	30	1	0	1	0	0	0	0	0	0	CAGL0A03806g
277	244	214	112	171	122	125	178	71	37	144	148	163	209	126	114	289	300	125	282	230	161	143	329	344	242	115	267	192	223	279	423	407	248	322	320	359	239	166	128	CAGL0A03828g
3308	2893	2691	2327	3223	2838	1897	3039	1778	1719	2040	246	2957	3336	3096	3865	3896	5838	1936	5414	3411	4150	3370	842	5755	4261	2542	4584	3576	2351	3548	1292	1322	475	612	709	764	1450	826	1000	CAGL0A03872g
559	408	302	333	328	428	236	433	147	170	229	54	393	462	278	346	313	379	180	207	168	260	198	314	313	278	163	203	205	151	227	338	286	141	161	206	187	277	147	182	CAGL0A03883g
353	497	300	541	343	431	505	893	342	339	303	47	1150	1543	758	928	1249	835	922	866	390	650	1641	434	784	3105	979	571	752	1688	1076	439	346	76	153	465	320	216	69	182	CAGL0A03905g
1459	1582	547	1464	1008	1788	1231	1818	1037	1043	976	51	2112	2627	1974	2375	1849	2950	957	792	1476	2199	1525	954	2561	2039	1101	1925	2004	1080	2003	1079	991	476	543	641	669	1089	367	605	CAGL0A03927g
1134	1049	1000	768	1086	775	657	993	486	482	803	171	1017	1353	965	1115	1287	1881	657	1802	1190	1126	930	470	1707	1091	855	1493	1095	760	1142	797	747	322	453	421	493	704	414	409	CAGL0A03949g
341	184	144	112	173	98	81	153	54	44	89	204	107	153	147	152	201	344	118	403	265	265	173	423	329	214	177	293	278	203	297	452	526	241	300	332	392	210	145	145	CAGL0A03971g
408	328	282	198	285	194	145	258	129	120	186	125	231	331	284	279	402	570	222	652	389	466	311	330	522	395	265	485	519	295	536	428	453	144	227	259	277	314	187	191	CAGL0A03993g
1803	281	244	202	244	149	141	187	100	90	236	2654	332	397	395	304	901	1533	839	1915	1511	1242	1536	6485	2710	1233	1376	2465	1987	1881	2785	7299	9221	3785	4891	4132	4664	923	925	816	CAGL0A04015g
260	173	107	141	92	144	114	209	102	108	130	184	335	471	369	399	613	956	501	355	751	914	1075	1610	1506	1402	717	1270	1292	887	1376	1275	1369	702	1002	906	937	269	135	156	CAGL0A04037g
1109	976	593	788	760	834	582	889	533	508	577	251	1242	1590	1209	1419	1703	2356	1002	1268	1404	1966	1970	1665	2668	2335	1522	1885	1981	1495	1926	1426	1439	813	1108	1042	1093	757	341	449	CAGL0A04059g
1339	1289	976	1092	1305	1329	936	1546	882	635	1041	204	1724	2387	1604	1711	1428	2301	751	1163	1458	1199	1091	1061	3031	1638	684	2552	1405	895	1799	1371	1539	499	681	745	827	873	466	499	CAGL0A04081g
1579	1662	1471	1189	1585	1322	1112	1985	823	781	1292	134	1884	2416	1642	1887	2201	2972	1145	3155	1903	2436	1729	385	2768	2378	1571	2335	2060	1301	2163	621	570	263	350	419	413	858	450	524	CAGL0A04103g
2662	1544	1145	1047	1358	1088	715	1121	579	515	998	906	1351	1840	1544	1467	2426	3367	1650	3527	2550	2498	2325	3454	3340	2420	2265	2779	2355	2202	2665	3601	3697	2315	2909	2865	3275	1876	1086	1159	CAGL0A04125g
414	396	372	272	369	306	217	399	214	202	276	52	395	488	426	485	549	835	304	760	581	761	460	149	928	599	408	745	722	381	747	234	214	82	119	137	162	206	132	148	CAGL0A04147g
1339	1047	1022	715	1005	658	854	1491	505	376	709	305	1058	1263	878	824	1656	1379	789	2066	1262	977	970	973	2360	1653	807	2156	1184	2008	1544	1378	1365	540	723	688	819	662	499	494	CAGL0A04169g
794	788	408	512	370	535	436	666	269	238	365	89	798	1173	713	816	1287	1557	764	684	833	1119	1656	880	1695	2509	1152	1246	1130	1059	915	839	867	451	568	749	667	788	239	330	CAGL0A04191g
653	343	227	145	227	157	192	210	107	75	229	403	313	315	292	284	654	815	484	1253	692	709	954	1041	1248	827	856	1043	1070	1090	1078	1339	1600	672	863	886	913	583	351	331	CAGL0A04213g
823	700	602	457	693	464	342	526	314	250	414	170	540	687	623	694	826	1109	357	922	779	1003	573	414	1198	662	451	920	918	555	1031	570	551	292	377	388	420	499	324	335	CAGL0A04235g
227	122	90	76	106	74	69	101	50	56	102	646	139	136	132	137	273	454	264	663	451	452	435	1463	791	539	504	741	756	535	954	1730	2093	856	1117	963	1112	172	141	124	CAGL0A04257g
518	475	322	289	282	300	265	379	153	118	215	80	457	582	314	356	491	514	312	405	299	435	588	402	685	875	450	436	493	374	430	488	455	210	303	328	387	508	204	208	CAGL0A04279g
2164	2223	1653	1422	2028	1510	1106	1701	954	735	1191	126	1555	1935	1564	1458	1426	2169	696	1623	1228	1310	1046	507	1838	1535	815	1666	1198	875	1332	1035	1064	325	440	567	567	1158	732	715	CAGL0A04301g
828	774	648	537	769	466	298	506	270	189	405	191	577	722	606	563	546	1311	403	1139	844	1008	929	463	1637	1554	821	1931	1229	957	1619	846	960	297	401	368	412	526	312	324	CAGL0A04323g
2094	2098	1520	1317	1935	1524	1240	1784	887	852	1353	274	1714	2251	1680	1993	2305	3067	1173	2943	1692	2030	2054	863	2735	2890	1662	2091	1654	1465	1678	1220	1169	499	597	755	889	1262	683	729	CAGL0A04345g
230	196	196	115	154	106	72	149	54	49	120	67	132	137	100	106	157	149	98	261	89	109	106	171	144	131	89	130	110	104	133	216	221	91	93	101	135	147	98	105	CAGL0A04367g
670	571	501	454	716	510	399	588	272	231	449	144	493	674	479	492	554	793	241	762	435	576	339	379	569	429	349	465	482	270	599	448	404	192	223	270	320	315	237	279	CAGL0A04389g
655	455	381	327	338	253	194	243	141	93	284	215	328	417	389	369	517	867	286	567	639	620	605	577	1010	808	564	841	782	426	892	656	710	337	407	476	479	509	331	276	CAGL0A04411g
3628	3916	3196	3023	4352	3608	3296	4722	2757	2220	3725	393	4980	6677	5163	5469	7584	10321	3827	9593	6199	6095	6269	1542	9321	9957	5082	7860	5246	4586	4899	2889	3010	659	832	1069	1199	1721	952	1288	CAGL0A04433g
1718	1705	1328	1163	1657	1349	1211	1851	875	825	1326	249	1761	2073	1712	2007	2644	3057	1333	3465	1862	2232	2213	688	3005	2777	1768	2165	2006	1962	2260	1139	1096	381	488	516	598	735	423	550	CAGL0A04455g
933	863	743	566	910	729	529	886	441	471	599	110	816	1155	957	1101	1208	1658	706	1850	1279	1560	1142	324	1969	1357	889	1609	1454	949	1683	469	521	210	246	273	296	501	291	298	CAGL0A04477g
56	35	33	25	26	21	34	49	28	13	50	93	55	78	60	84	151	224	124	323	207	263	244	228	390	272	255	379	384	292	397	296	292	128	212	180	275	53	43	35	CAGL0A04499g
19535	4493	3684	2469	2868	1948	722	868	404	331	688	10586	850	1163	787	745	1553	1590	1278	3265	1214	1254	2171	30794	2253	1382	1699	1889	1947	2803	2279	32136	38022	19671	23872	24744	25116	11534	8197	8145	CAGL0A04521g
8	0	0	0	0	0	0	1	1	2	0	1	1	0	1	1	0	2	1	0	3	2	0	6	4	1	1	8	3	1	4	4	5	0	1	2	4	1	1	1	CAGL0A04532r
385	279	256	143	242	188	151	202	122	90	246	208	332	404	277	324	594	743	350	889	554	658	688	673	955	835	648	827	741	570	739	771	702	381	507	507	588	312	195	184	CAGL0A04543g
1908	1477	1076	934	1408	1017	629	954	587	457	620	418	892	1085	964	1033	853	1408	390	940	852	979	761	1113	1316	920	681	1057	1108	567	1246	950	998	804	952	1046	1137	1140	743	765	CAGL0A04565g
154	110	79	83	113	82	54	72	47	51	49	29	73	73	92	114	125	176	66	181	127	158	106	124	228	139	84	191	171	93	157	134	173	57	74	89	90	85	53	56	CAGL0A04587g
346	178	136	116	189	113	89	136	71	49	109	220	112	154	125	157	217	261	153	397	257	250	232	660	405	265	209	337	394	271	491	766	953	345	449	425	503	237	167	152	CAGL0A04631g
867	754	599	546	803	591	482	730	341	311	571	202	728	801	606	626	728	885	295	888	526	743	440	451	741	491	439	688	815	380	1002	537	592	310	331	391	463	471	302	370	CAGL0A04653g
359	436	427	326	394	281	267	475	225	211	324	14	470	625	514	623	829	1199	389	1085	881	911	664	41	1480	1116	646	1476	1076	542	1044	77	88	20	33	42	47	160	101	102	CAGL0A04675g
1321	1237	1086	1006	1434	1222	934	1598	849	717	1059	155	1411	1800	1601	1747	1741	2610	911	2259	1474	1448	1340	622	1999	1539	1220	1680	1153	1262	1296	1209	1249	226	334	487	496	565	387	483	CAGL0A04697g
3395	2614	2121	1787	2706	1962	1447	2175	1155	988	1655	567	2211	2784	2436	2610	3090	4328	1625	4399	2943	2811	2246	1542	3897	3297	2112	3506	2662	1974	2757	2001	2080	859	1072	1324	1528	1914	1096	1496	CAGL0A04719g
3610	3113	2605	1950	2948	2308	1592	2396	1265	1215	1699	920	2161	2744	2209	2424	2929	3843	1450	4075	2562	2681	2369	2211	3992	3007	2047	3318	2597	2044	2769	2745	2937	1365	1807	1900	2084	2051	1268	1399	CAGL0A04741g
1948	1636	1252	910	1295	1088	942	1390	698	594	1194	376	1547	1962	1567	1611	2362	3185	1287	3687	1948	2043	2079	1053	2787	2542	1730	2422	1787	1707	1902	1367	1319	670	796	922	997	1215	737	710	CAGL0A04785g
2153	1668	1425	1096	1604	1270	837	1298	665	577	942	382	1164	1470	1246	1381	1618	2349	789	2099	1512	1554	1104	855	2104	1451	952	1782	1437	931	1527	1140	1135	484	622	876	941	1295	761	883	CAGL0A04807g
17034	12670	10849	12100	17882	14296	8957	10891	8633	7411	6496	895	7287	9805	12759	13641	9058	19973	3746	9228	11623	11971	4918	4890	15894	7451	3558	12068	8454	2313	6379	7315	8935	956	1197	1592	1667	2427	1605	4479	CAGL0A04829g
2	2	1	0	1	1	0	0	0	1	0	0	0	2	2	3	0	3	0	0	0	2	2	0	10	0	0	12	6	0	15	1	3	0	0	1	2	0	1	3	CAGL0B00110g
1805	509	529	451	698	669	220	335	227	217	247	464	345	409	523	560	565	1149	315	966	821	862	552	855	1328	775	466	1049	1011	493	1149	1961	2167	571	851	929	1228	450	374	714	CAGL0B00286g
518	373	318	211	341	234	209	357	121	91	219	151	262	355	254	277	475	433	150	517	355	341	239	356	548	338	218	453	373	354	501	468	464	229	306	338	377	322	206	172	CAGL0B00308g
668	444	398	290	456	277	266	327	202	192	363	255	446	595	562	566	831	1288	499	1288	1059	1181	787	676	1639	956	742	1466	1433	715	1947	744	740	472	578	587	653	535	323	276	CAGL0B00330g
294	59	44	39	68	24	31	28	24	22	47	621	54	74	79	40	155	227	146	401	233	209	217	1324	385	205	235	387	317	325	505	1565	1822	790	990	929	1142	215	202	153	CAGL0B00352g
86	30	25	20	18	16	14	27	11	7	30	190	41	45	37	35	89	140	73	243	109	144	131	378	227	123	176	213	169	206	275	441	400	241	309	294	387	69	41	42	CAGL0B00374g
1503	1221	1076	943	1549	1060	867	1288	689	647	1022	344	1329	1779	1473	1571	2068	2466	1085	2589	1474	1451	1276	1122	1809	1629	1107	1515	1179	1167	1344	1697	1861	586	649	856	863	790	499	553	CAGL0B00396g
2361	1774	1522	1198	1670	1232	832	1288	693	650	992	471	1298	1484	1295	1416	1821	2224	920	2308	1409	1396	1280	1169	1984	1523	1127	1501	1304	1156	1448	1591	1678	676	922	1016	1182	1299	836	892	CAGL0B00418g
1788	1210	1062	652	1004	753	646	1113	491	436	814	440	1040	1337	982	1143	1677	1908	983	2890	1522	1911	1686	989	2901	1852	1611	2216	2523	1768	3012	1178	1173	669	946	988	1089	963	717	634	CAGL0B00440g
15	6	8	11	11	8	8	9	3	4	10	1	6	4	3	6	8	16	1	1	21	21	2	5	29	2	1	32	23	3	46	6	7	3	7	4	2	8	6	7	CAGL0B00462g
327	120	85	69	113	68	92	129	67	43	141	801	196	223	199	180	412	621	387	910	602	549	552	1844	952	476	558	813	863	674	1051	2037	2713	1006	1139	1046	1235	257	278	203	CAGL0B00484g
917	775	732	498	734	525	378	625	284	265	450	233	539	714	499	597	803	891	436	1250	648	657	551	524	817	615	486	649	673	521	718	752	792	323	421	488	550	556	356	350	CAGL0B00506g
556	431	363	300	406	334	293	440	240	253	307	126	400	489	503	653	710	921	403	927	633	802	604	366	994	649	481	791	816	525	851	358	586	206	249	307	346	360	220	191	CAGL0B00528g
1731	1038	904	527	860	483	294	433	195	153	411	696	490	552	575	434	726	1073	407	1106	675	617	650	1802	873	555	576	761	650	591	719	2125	2501	1122	1285	1377	1469	1317	795	812	CAGL0B00550g
5	7	11	0	3	2	3	1	4	5	6	1	2	9	4	7	15	19	3	10	10	8	9	5	7	5	10	9	10	4	7	2	3	4	3	3	2	7	4	2	CAGL0B00572g
7326	3976	3948	3512	4248	4079	2405	3727	1837	1592	2562	1762	3349	4545	4625	5482	6291	9868	3377	8029	6309	6528	6851	5103	13480	9824	6193	9542	7616	7594	7309	5038	7012	2704	3670	3754	4008	3340	2008	2361	CAGL0B00594g
36	26	30	34	29	18	20	39	17	15	26	7	42	41	54	51	48	135	41	82	149	164	48	10	293	36	25	297	252	40	337	22	20	15	7	12	22	18	10	19	CAGL0B00616g
448	200	211	160	234	203	125	179	81	93	129	78	176	166	173	177	259	260	130	364	206	211	153	188	273	185	152	205	234	173	253	237	284	93	146	118	183	214	139	140	CAGL0B00638g
1920	1424	1297	1004	1521	1032	823	1230	640	574	881	430	1194	1421	1252	1291	1604	2051	864	2405	1434	1400	1216	1141	2025	1346	1096	1585	1403	1149	1513	1364	1514	694	841	922	1002	1098	713	779	CAGL0B00660g
825	581	542	404	624	427	365	590	309	319	406	137	579	718	615	684	866	1128	473	1377	693	869	660	353	1050	758	591	886	793	638	845	533	610	207	285	326	381	370	278	258	CAGL0B00682g
11382	7841	6425	5128	7744	5688	3782	5584	3071	3056	4214	1589	5379	6710	5739	6368	6990	10207	3398	9086	6419	6543	4906	4481	9114	5816	4231	7199	6408	3704	5856	5543	5982	2752	3195	4114	4581	6644	3638	4706	CAGL0B00704g
27	15	10	17	17	11	5	8	9	7	4	2	0	6	7	12	12	36	2	8	36	37	4	2	55	2	4	41	40	6	43	15	12	0	4	1	3	12	6	9	CAGL0B00715g
15	11	8	9	18	8	13	21	11	16	15	2	21	28	32	30	33	101	21	41	85	90	31	8	195	19	23	153	180	24	230	5	5	3	6	2	8	13	3	7	CAGL0B00726g
1821	1741	1459	1238	1940	1456	1158	1932	943	853	1237	138	1572	1971	1790	1971	2166	2664	984	2805	1814	2202	1473	421	2551	1763	1184	2126	1989	1227	2155	605	660	268	295	413	411	821	535	640	CAGL0B00748g
930	1068	853	736	1120	825	775	1271	632	594	944	103	1269	1524	1455	1634	2125	2904	953	2650	1964	2141	1584	306	2966	2177	1247	2581	2110	1208	2141	540	456	184	285	316	366	495	305	378	CAGL0B00770g
278	75	44	44	46	31	36	24	16	5	35	1010	34	51	40	40	104	161	88	167	134	86	168	2712	234	115	200	241	180	250	278	3173	3710	1592	1932	1731	1984	309	265	186	CAGL0B00792g
1909	2227	1752	1537	1970	1885	1559	2308	1177	1049	1508	110	2375	3112	2258	2656	3402	3946	1681	3865	2304	2699	2799	671	3531	4355	2203	2567	2331	1911	1979	1050	976	335	444	551	625	1057	584	649	CAGL0B00814g
269	151	157	113	184	133	114	184	93	105	176	191	233	266	314	370	505	1043	384	1023	874	805	507	410	1142	414	475	945	797	608	822	907	848	253	347	360	422	198	134	105	CAGL0B00836g
555	590	541	349	481	375	308	533	272	237	448	90	586	785	522	612	1012	1044	579	1737	687	727	901	257	1071	1016	741	875	735	762	786	435	402	178	231	313	295	329	220	201	CAGL0B00858g
285	163	128	93	135	93	95	142	61	57	136	303	168	197	158	199	335	460	214	614	334	374	282	650	536	295	287	551	457	369	572	899	997	424	513	534	596	214	163	150	CAGL0B00880g
7173	3174	3309	5024	6358	5136	1836	2763	2459	1980	2245	632	2907	4033	6285	6189	5230	13438	3327	8026	10415	8064	5521	2248	15110	6412	4478	10176	8389	4637	9352	1127	2026	808	1061	970	1073	2280	1265	2642	CAGL0B00902g
415	251	221	204	346	237	118	151	119	123	123	48	192	224	281	280	277	527	169	415	395	447	264	157	630	262	264	541	532	265	622	258	249	78	86	127	148	182	121	158	CAGL0B00924g
3797	3006	2315	2694	3943	2765	1610	2155	1785	1329	1555	285	2017	2494	3279	3120	2705	6003	1306	2690	3942	3524	2115	1357	5580	4935	1801	4987	3124	1707	3216	1754	1750	544	759	1009	1095	1826	912	1409	CAGL0B00946g
26	13	22	10	12	5	4	17	9	4	7	6	16	12	10	13	21	19	12	41	19	25	43	20	30	30	35	39	38	31	48	18	15	13	6	20	15	22	11	10	CAGL0B00968g
510	886	998	523	781	726	436	979	346	437	529	36	736	916	738	1018	837	1024	306	1187	584	653	325	305	556	214	370	367	339	184	210	523	385	100	216	193	355	381	218	203	CAGL0B00990g
6	27	7	15	21	15	6	15	9	5	9	4	16	7	11	11	24	30	6	36	35	38	9	22	44	24	10	43	44	14	43	32	22	11	7	10	15	8	4	4	CAGL0B01012g
1113	1592	1167	1548	2237	1935	1009	1283	1021	1125	825	15	999	1183	1498	2038	1378	2526	530	1372	1641	2188	895	49	2499	1603	621	1822	1583	529	1435	106	110	35	51	42	47	152	88	189	CAGL0B01078g
377	722	330	372	297	377	511	757	318	287	569	33	1228	1609	889	896	2425	2011	1775	1073	1099	1389	3223	423	2054	7057	1994	1726	1246	2426	1233	783	563	209	289	336	351	593	195	157	CAGL0B01100g
4576	803	538	589	764	430	140	119	115	85	124	3591	140	172	249	200	257	275	131	225	185	153	188	12699	336	223	117	297	234	250	410	12109	13989	7699	9501	9485	9722	3303	2486	1994	CAGL0B01122g
752	713	611	495	692	502	461	696	361	294	474	118	711	935	744	817	1067	1542	564	1540	951	1207	891	337	1443	1189	747	1194	1063	696	1050	506	495	174	270	287	312	430	217	272	CAGL0B01144g
1283	1090	897	623	978	677	560	776	339	330	585	324	738	1031	734	815	1214	1395	545	1393	907	977	802	830	1384	981	773	1092	1032	695	1144	1017	1070	527	652	696	764	780	518	518	CAGL0B01166g
748	698	561	338	445	256	237	264	112	81	368	317	405	499	296	225	639	718	242	439	456	328	394	879	787	728	462	616	493	340	663	863	808	552	691	817	904	721	473	325	CAGL0B01188g
11544	2707	2605	1681	2045	1368	442	574	280	274	395	6387	463	498	478	431	700	927	521	1314	673	680	840	14923	1113	631	773	895	886	1167	1175	14645	17132	9832	11551	12047	12312	5711	4280	4738	CAGL0B01203g
167	64	37	49	35	31	37	60	37	20	61	184	120	154	111	116	306	381	241	307	324	351	513	1070	599	512	431	467	503	527	545	849	969	557	701	627	680	179	99	100	CAGL0B01232g
7	8	7	0	7	8	6	3	5	5	3	7	3	12	9	6	11	16	8	53	11	17	15	6	29	20	16	14	17	14	21	5	14	6	6	5	3	2	4	7	CAGL0B01265g
350	239	202	175	271	171	123	191	108	103	134	113	183	227	273	270	283	541	126	283	453	483	196	291	687	264	208	648	579	152	729	300	341	171	170	207	234	239	134	133	CAGL0B01287g
643	566	518	367	484	324	299	510	239	201	342	162	434	590	472	512	731	868	341	961	489	648	487	428	823	626	431	633	641	440	692	488	564	257	313	346	398	434	279	238	CAGL0B01331g
1000	754	639	496	789	586	455	759	388	359	529	222	782	1002	844	1006	1221	1609	602	1531	1108	1385	1083	593	1802	1131	840	1329	1369	929	1483	730	740	398	555	576	604	593	339	393	CAGL0B01353g
2784	2068	1826	1412	2128	1638	1181	1828	922	902	1328	762	1803	2214	1852	2146	2396	3401	1275	3427	2194	2566	1946	2002	3244	1966	1570	2544	2434	1691	2810	2529	2852	1168	1498	1653	1819	1669	1096	1072	CAGL0B01375g
135	46	34	33	36	25	39	46	26	23	52	299	79	119	78	94	211	268	166	385	266	282	294	947	500	226	250	376	369	266	456	973	1130	437	554	552	691	132	102	69	CAGL0B01397g
4186	2931	2286	2163	2813	2415	1615	2512	1403	1198	1692	252	2071	2851	2325	2419	2350	3709	1139	2856	2105	2110	1554	1066	2827	2026	1226	2212	1810	1124	1535	1368	1435	612	668	1105	1090	2276	1194	1453	CAGL0B01419g
1472	1225	958	729	897	768	574	842	350	322	661	341	973	1348	759	881	1595	1623	909	1785	1089	1075	1484	1317	1796	1865	1340	1384	1197	1242	1262	1614	1736	744	1063	1068	1172	1108	630	592	CAGL0B01441g
